id,title,option_1,option_2,option_3,option_4,answer,section_id
744,"Sachin Tendulkar bough a red ferrari with a strange 5 digit numbered plate.The water image of the number is 78633 more than my car number.All the digits of sachin's car number are distinct.

What is the original number on sachin's number plate? ",10869,10968,10698,10897,10968,3
745,"A system error causes the change of Sumit net banking password. To sort this out, he calls the customer care. The following is the conversation he has with the executive:

Sumit: My password is changed.
Custom Care Executive: We have kept your password distinct this time. It has 8 letters out of which, 3 letters are same as previous.
Sumit: Okay, thanks.

Can you determine the old as well as the new password of Sumit net banking account after reading the conversation carefully?","password, changed","changed, distinct","distinct,password","changed, password","changed, distinct",3
746,"It's been the first day of the school when a young girl was found raped and murdered. Police suspect four male teachers as on the killer and ask them what they were doing in the morning in time 8:00 am.

Wayne: I was reading the newspaper.
Terry: I was checking chemistry papers
Bridge: I had locked myself in my room as my wife left me.
Cole: I dropped my wife to her office.

Who is the killer?",Wayne,Terry,Bridge,Cole,Terry,3
747,"While trying to pull out a robbery, a criminal came across a password lock. He has the following information with him that can assist him in cracking the password. 

Can you help him out?

The password is a 5-digit number.
The 4th digit is 4 more than the 2nd one.
The 3rd digit is 3 less than the 2nd one.
The 1st digit is three times the 5th digit.
Three pairs of digits sum up to 11.",65292,64282,63171,62050,65292,3
748,"Pointing towards Vaman, Madhav said “I am the only son of his father’s one of the sons.” 

How Vaman is related to Madhav?",Nephew,Uncle,Either father or uncle,Father,Either father or uncle,3
749,"Pointing to a photograph, Vipul said, ""She is the daughter of my grandfather's only son.""

How is Vipul related to the girl in the photograph ?",Father,Brother,Uncle,Cousin,Brother,3
750,"Looking at a portrait of a man, Harsh said, ""His mother is the wife of my father's son. Brothers

and sisters I have none."" At whose portrait was Harsh looking ?",His son,His nephew,His uncle,His cousin,His son,3
751,"Pointing to a girl in the photograph, Amar said, ""Her mother`s brother is the only son of my mother's

father."" How is the girl`s mother related to Amar ?",Mother,Sister,Aunt,Grandmother,Aunt,3
752,A girl introduced a boy as the son of the daughter of the father of her uncle. The boy is girl`s,Brother,Son,Uncle,Son-in-law,Brother,3
753,"If X is the brother of the son of Y`s son, how is X related to Y ?",Son,Brother,Grandson,Cousin,Grandson,3
754,"Pointing to a women in a photograph a man says “She is the daughter-in-law of the mother of

my father’s only grand son”. How is he woman related to the man?",Wife,Mother,Daughter,Daughter-In-Law,Daughter,3
755,"Pointing to a man in a photograph a woman said, “His brother’s father is the woman related to

the man in the photograph?",Mother,Aunt,Sister,Daughter,Sister,3
756,"Pointing to a photograph, a woman says, ""This man`s son`s sister is my mother-in-law.""

How is the woman`s husband related to the man in the photograph ?",Grandson,Son,Nephew,Son-in-law,Grandson,3
757,"When Anuj saw Manish, he recalled, ""He is the son of the father of my daughter."" Who is Manish ?",Brother-in-law,Brother,Cousin,Uncle,Brother-in-law,3
758,Q’s mother is sister of P and daughter of M. S is daughter of P and sister of T. How is M Related to T?,Father,Grandfather,Either Grandmother or Grandfather,Grandmother,Either Grandmother or Grandfather,3
759,"Pointing of a man, Rohit said, “His son is my son’s uncle”. How the woman is related to the man?",Brother,Uncle,Father,Grand father,Father,3
760,"A man said to a woman, “your mother’s husband’s sister is my aunt”. How the woman is related
to the man?",Grand-daughter,Daughter,Sister,Aunt,Sister,3
761,"Statements: (i) All pens are books (ii) Some pencils are pens
Conclusions: 1. some books are pencils 2. Some pencils are books 3. All pens are pencils 4. None",1,2,3,4,2,3
762,"Statements: (i) All pens are books (ii) No pencils are books
Conclusion: 1. All books are pencils 2. All pencils are books 3. Some pencils are books 4. None",1,2,3,4,3,3
763,Statements: (i) No mat is pot (ii) All pots are bats Conclusion: 1. No mats are bats 2. No bats are mats 3. Some bats are mats 4. Some bats are not mats,1,2,3,4,4,3
764,"Statements: (i) Some tables are trees (ii) Some trees are flowers (iii) All flowers are jungles
Conclusion: 1. Some jungles are tables 2. Some trees are jungles 3. Some flowers are tables 4. All jungles are flowers",Only 2 follows,Only 1 and 2 follows,Only 3 follows,None of the above,Only 2 follows,3
765,"Statements: (i) All benches are cots (ii) No cot is lamp (iii) Some lamps are candles
Conclusions: 1.some cots are candles 2. Some candles are cots",If only conclusion 1 follows,If only conclusion 2 follows,If either conclusion 1 or 2 follows,If neither conclusion 1 nor 2 follows,If neither conclusion 1 nor 2 follows,3
766,"Statements: (i) Some pigs are dogs (ii) No cow is goat (iii) Some goats are nets
Conclusion: 1. some pigs are cows 2. Some nets are cows 3. Some nets are pigs 4. Some dogs are either pigs of nets",Only 1 follow,Only 2 follow,Only 1 and 2 follow,Only 2 and 4 follow,Only 2 follow,3
767,"( I ) 'A * B' means 'A is brother of B' 

( II ) 'A / B' means 'B is mother of A' 

( III ) 'A – B' means 'A is father of B' 

( IV ) 'A + B' means 'B is sister of A' 



Which of the following means L is daughter of H?",L + K / J – H,H – J * R + L,L – J * H / K,L + W * R / H,H – J * R + L,3
768,"( I ) 'A * B' means 'A is brother of B' 

( II ) 'A / B' means 'B is mother of A' 

( III ) 'A – B' means 'A is father of B' 

( IV ) 'A + B' means 'B is sister of A' 



How is S related to T in the Expression: T / P + S ?",Daughter,Sister,Niece,Aunt,Aunt,3
769,"( I ) 'A * B' means 'A is father of B' 

( II ) 'A – B' means 'A is sister of B' 

( III ) 'A + B' means 'A is mother of B' 

( IV ) 'A/B' means 'A is sister of B'


In the expression D + F * O / P, how is O related to D?",Grand daughter,Son,Grand son,Daughter,Grand son,3
770,"( I ) 'A * B' means 'A is father of B' 

( II ) 'A – B' means 'A is sister of B' 

( III ) 'A + B' means 'A is mother of B' 

( IV ) 'A/B' means 'A is sister of B'


IWhich of the following represents ‘ J is son of F ‘’ ?",J / R – T * F,J + R – T * F,J / M – N * F,None of the above,None of the above,3
771,Find the number of triangles in the given figure.,18,26,21,24,21,3
772,Find the number of triangles in the given figure.,4,5,6,7,5,3
773,Find the number of triangles in the given figure.,34,36,38,40,36,3
774,Find the number of triangles in the given figure.,25,27,33,38,27,3
775,"If PRIVATE is coded as 1234567 and RISK is coded as 2398, how is RIVETS coded?",232679,243769,234769,234976,234769,3
776,"In a certain code, SIKKIM is written as THLJJL, how is TRAINING written in that code ?",SBQHOHOF,UQBOHIOF,UBQHOHOI,UQBHOHOF,UQBHOHOF,3
777,"If A is substituted by 4, B by 3, C by 2, D by 4, E by 3, F by 2 and so on, then what will be total of the numerical values of the letters of the word SICK?",11,12,10,9,11,3
778,Four of the following five are alike in a certain way and hence form a group. Which one does not belong to the group?,52,70,48,68,70,3
779,"If U is denoted by 7, M by 2, I by 5, O by 1, K by 8 and J by 4, then what will be the numeric form of the word MOUJIK when written in the reverse order?",217458,845712,854712,857412,217458,3
780,"How many letters of the word FAINTS, will their order in the word and that when the letters are arranged in the alphabetical order, remain the same?",1,2,3,0,2,3
781,In a certain code GARNISH is written as RGAINHS. How will GENIOUS be written in that code?,NEGOISU,NGEOISU,NGESUOI,NEGSUOI,NGEOISU,3
782,How many such pairs of letters are there in the word MISPLACE each of which has as many letters between its two letters in the word as there are between them in the English alphabet?,0,1,2,3,2,3
783,In a certain code INKER is written as GLLGT and GLIDE is written as EJJFG. How will JINKS be written in that code?,GFOMU,HGMMU,HGOGH,HGOMU,HGOMU,3
784,If ‘AND’ is written as ‘EQF’ and ‘THE’ as ‘XKG’ then how will ‘COM’ be written?,HRO,GQO,GRO,GRN,GRO,3
785,Four of the following five are alike in a certain way based on the positions of their elements in the English alphabet and hence form a group. Which one does not belong to the group?,UQ,KG,SO,QL,QL,3
786,Which letters will replace the question mark?,PC,CP,DQ,QD,CP,3
787,Which letters will replace the question mark?,PS,PR,PT,LR,PT,3
788,Which letters will replace the question mark?,S,P,Q,R,R,3
789,Which letters will replace the question mark?,K,H,X,L,X,3
790,Which letters will replace the question mark?,RID,GOU,UGO,None of the above,UGO,3
791,"(i) A, B, C, D, E, F and G are playing cards sitting around a circular table

(ii) D is not neighbour of C or E.

(iii)A is neighbour of B and C.

(iv) G, who is second to the left of D, is the neighbour of E and F. 

Which of the following is correct?",B is between A and D,D is between F and G,E is to the immediate right of G,F is to the immediate left of G,B is between A and D,3
792,"(i) A, B, C, D, E, F and G are playing cards sitting around a circular table

(ii) D is not neighbour of C or E.

(iii)A is neighbour of B and C.

(iv) G, who is second to the left of D, is the neighbour of E and F. 

Which of the following will be D's position after E and D interchange their places?",BD,EC,AE,GF,GF,3
793,"(i) A, B, C, D, E, F and G are playing cards sitting around a circular table

(ii) D is not neighbour of C or E.

(iii)A is neighbour of B and C.

(iv) G, who is second to the left of D, is the neighbour of E and F. 

Which of the following will be D's position after E and D interchange their places?",Neighbour to G and C,To the immediate right of F,Neighbour of C and A,To the immediate left of C,Neighbour to G and C,3
794,"(i) A, B, C, D, E, F and G are playing cards sitting around a circular table

(ii) D is not neighbour of C or E.

(iii)A is neighbour of B and C.

(iv) G, who is second to the left of D, is the neighbour of E and F. 

Which of the following has the second person sitting between the first and third person?",DAB,BCA,GFD,GCE,GFD,3
795,"(i) A, B, C, D, E, F and G are playing cards sitting around a circular table

(ii) D is not neighbour of C or E.

(iii)A is neighbour of B and C.

(iv) G, who is second to the left of D, is the neighbour of E and F. 

Which of the following is wrong?",A is to the immediate right of B,B is to the immediate left of D,F is between G and D,E is between G and C,F is between G and D,3
796,"Seven friends Kiran, Mahesh, Rajesh, Abhi, Ganesh, Prasad and Parveen are sitting in a circle. Kiran, Mahesh, Rajesh, Abhi, Prasad and Parveen are sitting at equal distances from each other. Rajesh is sitting after two places right of Prasad, who is sitting one place right of Abhi. Kiran forms an angle of 90 degrees from Ganesh and an angle of 120 degrees from Mahesh. Mahesh is just opposite Parveen and is sitting on the left of Ganesh. 

Who is the only person sitting between Rajesh and Mahesh ?",Prasad,Abhi,Ganesh,Kiran,Ganesh,3
797,"Seven friends Kiran, Mahesh, Rajesh, Abhi, Ganesh, Prasad and Parveen are sitting in a circle. Kiran, Mahesh, Rajesh, Abhi, Prasad and Parveen are sitting at equal distances from each other. Rajesh is sitting after two places right of Prasad, who is sitting one place right of Abhi. Kiran forms an angle of 90 degrees from Ganesh and an angle of 120 degrees from Mahesh. Mahesh is just opposite Parveen and is sitting on the left of Ganesh. 

Ganesh is not sitting at equal distance from?",Mahesh and Prasad,Abhi and Kiran,Rajesh and Prasad,All of the Above,All of the Above,3
798,"Seven friends Kiran, Mahesh, Rajesh, Abhi, Ganesh, Prasad and Parveen are sitting in a circle. Kiran, Mahesh, Rajesh, Abhi, Prasad and Parveen are sitting at equal distances from each other. Rajesh is sitting after two places right of Prasad, who is sitting one place right of Abhi. Kiran forms an angle of 90 degrees from Ganesh and an angle of 120 degrees from Mahesh. Mahesh is just opposite Parveen and is sitting on the left of Ganesh. 

Ganesh is sitting ________ of Parveen.",to the left,two places right,to the right,three places left,three places left,3
799,"Seven friends Kiran, Mahesh, Rajesh, Abhi, Ganesh, Prasad and Parveen are sitting in a circle. Kiran, Mahesh, Rajesh, Abhi, Prasad and Parveen are sitting at equal distances from each other. Rajesh is sitting after two places right of Prasad, who is sitting one place right of Abhi. Kiran forms an angle of 90 degrees from Ganesh and an angle of 120 degrees from Mahesh. Mahesh is just opposite Parveen and is sitting on the left of Ganesh. 

The angle between Ganesh and Mahesh in the clockwise direction is ?",30 degree,210 degree,180 degree,90 degree,30 degree,3
800,"Seven friends Kiran, Mahesh, Rajesh, Abhi, Ganesh, Prasad and Parveen are sitting in a circle. Kiran, Mahesh, Rajesh, Abhi, Prasad and Parveen are sitting at equal distances from each other. Rajesh is sitting after two places right of Prasad, who is sitting one place right of Abhi. Kiran forms an angle of 90 degrees from Ganesh and an angle of 120 degrees from Mahesh. Mahesh is just opposite Parveen and is sitting on the left of Ganesh. 

Which of the following statements is not correct ?",Prasad is between Mahesh and Kiran,Mahesh is two places away from Parveen,Ganesh is sitting opposite Prasad,All of Above,All of Above,3
801,What number replaces the question mark?,10,9,11,13,13,3
802,What number replaces the question mark?,102,121,120,None of the above,121,3
803,What number replaces the question mark?,11,9,7,8,8,3
804,What number replaces the question mark?,4,3,2,1,2,3
805,What number replaces the question mark?,12,11,13,15,13,3
806,What number replaces the question mark?,45,55,65,70,65,3
807,What number replaces the question mark?,14,12,15,16,12,3
808,What number replaces the question mark?,60,61,63,62,63,3
809,What number replaces the question mark?,74,75,76,77,75,3
810,What number replaces the question mark?,19,362,361,363,361,3
811,"A. Eleven students, A, B, C, D, E, F, G, H, I, J and K, are sitting in the first row of the class facing the teacher.

B. D who is to the immediate left of F is second to the right of C.

C. A is the second to the right of E, who is at one of the ends.

D. J is the immediate neighbour of A and B and third to the left of G.

E. H is to the immediate left of D and third to the right of I.


Who is sitting in the middle of the row ?",B,C,I,G,I,3
812,"A. Eleven students, A, B, C, D, E, F, G, H, I, J and K, are sitting in the first row of the class facing the teacher.

B. D who is to the immediate left of F is second to the right of C.

C. A is the second to the right of E, who is at one of the ends.

D. J is the immediate neighbour of A and B and third to the left of G.

E. H is to the immediate left of D and third to the right of I.


Which of the following statements is true in the context of the above sitting arrangements ?",There are three students sitting between D and G,K is between A and J,B is sitting between J and I,G and C are neighbours sitting to the immediate right of H,B is sitting between J and I,3
813,"A. Eleven students, A, B, C, D, E, F, G, H, I, J and K, are sitting in the first row of the class facing the teacher.

B. D who is to the immediate left of F is second to the right of C.

C. A is the second to the right of E, who is at one of the ends.

D. J is the immediate neighbour of A and B and third to the left of G.

E. H is to the immediate left of D and third to the right of I.


Which of the following group is sitting to the right of G ?",CHDE,CHDF,IBJA,ICHDF,CHDF,3
814,"A. Eleven students, A, B, C, D, E, F, G, H, I, J and K, are sitting in the first row of the class facing the teacher.

B. D who is to the immediate left of F is second to the right of C.

C. A is the second to the right of E, who is at one of the ends.

D. J is the immediate neighbour of A and B and third to the left of G.

E. H is to the immediate left of D and third to the right of I.


In the above sitting arrangement, which of the following statements is superfluous ?",A,D,B,None of the above,None of the above,3
815,"A. Eleven students, A, B, C, D, E, F, G, H, I, J and K, are sitting in the first row of the class facing the teacher.

B. D who is to the immediate left of F is second to the right of C.

C. A is the second to the right of E, who is at one of the ends.

D. J is the immediate neighbour of A and B and third to the left of G.

E. H is to the immediate left of D and third to the right of I.


If E and D, C and B, A and H and K and F interchange their positions, which of the following pairs of students is sitting at the ends ?",D and E,D and K,D and A,K and F,D and K,3
816,"(i). Eight persons E, F, G, H, I, J, K and L are seated around a square table -- two on each side.

(ii). There are three lady members and they are not seated next to each other.

(iii). J is between L and F.

(iv). G is between I and F.

(v). H, a lady member, is second to the left of J.

(vi). F, a member is second is seated opposite E, a lady member.

(vii). There is a lady member between F and I.


Who among the following is to the immediate left of F ?",G,J,H,I,J,3
817,"(i). Eight persons E, F, G, H, I, J, K and L are seated around a square table -- two on each side.

(ii). There are three lady members and they are not seated next to each other.

(iii). J is between L and F.

(iv). G is between I and F.

(v). H, a lady member, is second to the left of J.

(vi). F, a member is second is seated opposite E, a lady member.

(vii). There is a lady member between F and I.


What is true about J and K ?","J is female, K is male","J is male, K is female",Both are female,Both are male,Both are male,3
818,"(i). Eight persons E, F, G, H, I, J, K and L are seated around a square table -- two on each side.

(ii). There are three lady members and they are not seated next to each other.

(iii). J is between L and F.

(iv). G is between I and F.

(v). H, a lady member, is second to the left of J.

(vi). F, a member is second is seated opposite E, a lady member.

(vii). There is a lady member between F and I.


How many persons are seated between K and F ?",1,2,3,4,2,3
819,"(i). Eight persons E, F, G, H, I, J, K and L are seated around a square table -- two on each side.

(ii). There are three lady members and they are not seated next to each other.

(iii). J is between L and F.

(iv). G is between I and F.

(v). H, a lady member, is second to the left of J.

(vi). F, a member is second is seated opposite E, a lady member.

(vii). There is a lady member between F and I.


Who among the following are three lady members ?","C, H and J","E, F and G","E, H and G","E, H and J","E, H and G",3
820,"(i). Eight persons E, F, G, H, I, J, K and L are seated around a square table -- two on each side.

(ii). There are three lady members and they are not seated next to each other.

(iii). J is between L and F.

(iv). G is between I and F.

(v). H, a lady member, is second to the left of J.

(vi). F, a member is second is seated opposite E, a lady member.

(vii). There is a lady member between F and I.


Who among the following is seated between E and H ?",I,F,K,None of the above,K,3
821,"1. A, B, C, D, E, F and G are sitting in a row facing north.

2. C is immediate right of G

3. The person who is fourth to the right of c, is on one of the ends.

4. Only one person between B and C

5. G and D are not neighbors.


What is the position of B?",Between E and C,At the right end,At the left end,Fifth to the right of C,At the left end,3
822,"1. A, B, C, D, E, F and G are sitting in a row facing north.

2. C is immediate right of G

3. The person who is fourth to the right of c, is on one of the ends.

4. Only one person between B and C

5. G and D are not neighbors.


What is the left of D?",G,A,E,F,F,3
823,"1. A, B, C, D, E, F and G are sitting in a row facing north.

2. C is immediate right of G

3. The person who is fourth to the right of c, is on one of the ends.

4. Only one person between B and C

5. G and D are not neighbors.


What are the neighbors of E?",C and A,B and C,B and D,B and F,B and C,3
824,"1. A, B, C, D, E, F and G are sitting in a row facing north.

2. C is immediate right of G

3. The person who is fourth to the right of c, is on one of the ends.

4. Only one person between B and C

5. G and D are not neighbors.


Who is the right of G?",C,D,F,E,F,3
825,"1. A, B, C, D, E, F and G are sitting in a row facing north.

2. C is immediate right of G

3. The person who is fourth to the right of c, is on one of the ends.

4. Only one person between B and C

5. G and D are not neighbors.


Which following statement is false?",F is left of D,F is right of G,B and C neighbors of E,B is at the right end,B is at the right end,3
826,In a certain code IMTITJU is written as TMIIUJT. How is TEMREMP written in that code?,METERPM,METRPME,ETRMMEP,MTERPME,METRPME,3
827,In a certain code 'INACTIVE' is written as VITCANIE. How is 'COMPUTER' written in that code?,UTEPMOCR,MOCPETUR,ETUPMOCR,PMOCRETU,ETUPMOCR,3
828,In a certain code STUDENT is written as TUTDNES. How will SOURCES be written in that code?,SOURCES,SUORECS,SRUOCES,SOURSEC,SUORECS,3
829,In a certain code LEARNING is written as LGNINRAE. How will SURPRISE be written in that code?,ESRIPRUS,RUSEPSIR,SESIRPRU,ESIRPRSU,SESIRPRU,3
830,"If PRIVATE is coded as 1234567 and RISK is coded as 2398, how is RIVETS coded?",232679,243769,234769,234976,234769,3
831,"In a certain code, SIKKIM is written as THLJJL, how is TRAINING written in that code ?",SBQHOHOF,UQBOHIOF,UBQHOHOI,UQBHOHOF,UQBHOHOF,3
832,"In a certain code, TRIPPLE is written as SQHOOKD. How is DISPOSE written in that code ?",CHRONRD,EJTQPTG,CHRPNRD,EJTQPTF,CHRONRD,3
833,"If JOSEPH is coded as FKOALD, then GEORGE will be coded as :",HAKNCA,CBKNCA,CALNCA,CAKNCA,CAKNCA,3
834,"In a certain language, MADRAS is coded as NBESBT, how is BOMBAY coded in that code ?",DPNCBX,CPNCBZ,DPNCBX,DPNCBZ,CPNCBZ,3
835,"If TAP is coded as SZO, then how is FREEZE coded ?",EQDDZD,ATSSTS,EQDDYD,ESDDYD,EQDDYD,3
836,In a certain code MTUXTRVN is written as NUVXTQUM. How will ASUMNJKL be written in that code?,BTVMNIJK,BTVMNKLM,BTVNMIJK,ZRTMNIJK,BTVMNIJK,3
837,"In a certain code SENSITIVE is written as QHLVGWGYC. How will MICROSOFT be written in
that code?",KGAPMQMDT,OKETQUQHV,KLAUMVMIR,LKBTNUNHS,OKETQUQHV,3
838,In a certain code ABHIJIT is written as CEJLLLV. How will BROTHER be written in that code?,ETRVKGU,DUQWJHT,DURWJIT,EUQWKHT,DUQWJHT,3
839,In a certain code COMPUTER is written as RFUVQNPC. How will MEDICINE be written in that code?,ETRVKGU,DUQWJHT,DURWJIT,None of the above,DURWJIT,3
840,In a certain code HANGER is written as TDIMCG. How is KURESH be written in that code?,JRGQWJ,LVSFTI,MSTGUJ,MVTFUI,JRGQWJ,3
841,"In a certain code, MENTION is written as LNEITNO. How is PATTERN written in that code ?",OTAETNR,ATAETNR,STAETNR,OTAESNR,OTAETNR,3
842,"In a certain code, TOGETHER is written as RQEGRJCT. In the same code, PAROLE will be written as?",RYPQJG,NCPQJG,RCPQJG,NCPQJC,NCPQJG,3
843,"If COMPLETED is coded as MOCELPDET, then DIRECTION will be coded as :",RIETCENOI,RIDTCENOI,RIDTCENOJ,SIDTCENOI,RIDTCENOI,3
844,"If FRIEND is coded as HUMJTK, how is CANDLE written in that code ?",FYOBOC,EDRIRL,DCQHQK,DEQJQM,EDRIRL,3
845,"If COOL is coded as DQRP, then write the code for HOT",IQW,JQW,IQX,IPW,IQW,3
846,"In a code language 'Sh Me Ya' means 'Rock Then Young' and 'Me Yo Na Ya' means 'Wise Young Sharp
Rock'. Which code represents 'Then' in the given code language?",Ya,Me,Sh,Cannot be determined,Sh,3
847,"If in a certain language, COUNSEL is coded as BITIRAK, how is GUIDANCE written in that code ?",FOHYZJBB,FOIYZJBB,EOHYZJBB,None of the above,FOHYZJBB,3
848,"If in a code language, COULD is written as BNTKC and MARGIN is written as LZQFHM, how will MOULDING be written in that code ?",LNKTCHMF,NITKHCMF,LNTKCHMF,CHMFINTKB,LNTKCHMF,3
849,"In a certain code, TRIPPLE is written as SQHOOKD. How is DISPOSE written in that code ?",ESOPSID,DSOESPI,ESJTPTF,CHRONRD,CHRONRD,3
850,"If COMPLETED is coded as MOCELPDET, then DIRECTION will be coded as :",RIETCENOI,RIDTCENOI,SIDTCENOI,RIDTCENOJ,RIDTCENOI,3
851,Pick the odd one out,6,18,24,120,18,3
852,Pick the odd one out,81 : 243,16 : 64,64 : 192,25 : 75,16 : 64,3
853,Pick the odd one out,8754,9786,7986,5364,7986,3
854,Pick the odd one out,679,888,945,943,888,3
855,Pick the odd one out,T13G,V19C,K8D,P4L,K8D,3
856,Pick the odd one out,C9F,G10C,L13B,K14I,K14I,3
857,Pick the odd one out,S2R,T9K,N7G,O3L,S2R,3
858,Pick the odd one out,TITAN,MERCURY,JUPITER,EARTH,TITAN,3
859,Pick the odd one out,SNAKE,WHALE,CROCODILE,SIMMER,SIMMER,3
860,Pick the odd one out,SUGARCANE,COFFEE,TOBACCO,RICE,TOBACCO,3
861,Pick the odd one out,SQUARE,RECTANGLE,TRIANGLE,CUBE,CUBE,3
862,Pick the odd one out,HOSTEL,HOTEL,CLUB,MOTEL,MOTEL,3
863,Pick the odd one out,M-14,L-15,K-15,S-8,K-15,3
864,Pick the odd one out,ACF,SUK,DFL,PRJ,SUK,3
865,Pick the odd one out,49,36,81,25,36,3
866,Pick the odd one out,CFRT,FLJN,GNLV,IRBH,GNLV,3
867,Pick the odd one out,2*3*5,5*6*7,11*13*17,17*19*23,5*6*7,3
868,Pick the odd one out,Mars,Jupiter,Sun,Earth,Sun,3
869,Pick the odd one out,Chess,Hockey,Cricket,Football,Hockey,3
870,Pick the odd one out,Barley,Mustard,Rice,Pea,Rice,3
871,Pick the odd one out,Elephant,Hawk,Seal,Whale,Hawk,3
872,Pick the odd one out,Honey,Coral,Wax,Resin,Wax,3
873,Pick the odd one out,Peas,Tomato,Cucumber,Potato,Potato,3
874,Pick the odd one out,Banana,Orange,Malta,Pineapple,Banana,3
875,Pick the odd one out,Radio,Television,Stereo,Loudspeaker,Television,3
876,Pick the odd one out,Computer,Telephone,Television,X–ray,X–ray,3
877,Pick the odd one out,Iron,Sodium,Potassium,Chlorine,Iron,3
878,Pick the odd one out,Physics,Chemistry,Geography,Zoology,Geography,3
879,Pick the odd one out,Ranchi,Nagpur,Bangalore,Bhopal,Nagpur,3
880,Pick the odd one out,Warm,Hot,Humid,Cool,Cool,3
881,Pick the odd one out,Jaipur,Manali,Pahalgam,Mussoorie,Jaipur,3
882,Pick the odd one out,Valley,Mountain,Tower,Sea,Tower,3
883,Pick the odd one out,Ink,Sharpener,Pen,Paper,Sharpener,3
884,Pick the odd one out,Direct,Counsel,Suggest,Advise,Direct,3
885,"If the first day of the year(other than the leap) was Friday, then which was the last of that year?",Wednesday,Thursday,Friday,Sunday,Friday,3
886,Kanmani ranked sixteenth from the top and twenty ninth from the bottom among those who passed an examination. Six boys did not participate in the competition and five failed in it. How many boys were there in the class?,35,45,55,50,55,3
887,"Murugan is sixth from the left end and Prasanna is tenth from the right end in a row of boys. If there are eight boys between Murugan and Prasanna, how many boys are there in the row?",21,22,23,24,24,3
888,"In a row of girls, Nithya and Suganya occupy the ninth place from the right end and tenth place from the left end, respectively. If they interchange their places, then Nithya and Suganya occupy seventeenth place from the right and eighteenth place from the left respectively. How many girls are there in the row?",22,24,26,28,26,3
889,"In a queue of children, Arun is fifth from the left and Suresh is sixth from the right. When they interchange their places among themselves, Arun becomes thirteenth from the left. Then, what will be Suresh's position from the right?",8th,14th,15th,16th,14th,3
890,"Some boys are sitting in a row. P is sitting fourteenth from the left and Q is seventh from the right. If there are four boys between P and Q, how many boys are there in the row?",19,23,21,25,25,3
891,"Vimal is 7 ranks ahead of Sathish in a class of 39. If Sathish’s rank is seventeenth from the last, what is Vimal’s rank from the start?",8th,14th,15th,16th,16th,3
892,"In a row of trees, one tree is fifth from either end of the row. How many trees are there in the row?",8,9,10,11,9,3
893,"In a class of 35 students, Kamal is placed seventh from the bottom whereasa Sunil is placed ninth from the top. Manoj is placed exactly in between the two. What is Kamal’s position from Manoj?",7,9,10,12,10,3
894,"Students line up in a queue in which Ashok stands fifteenth from the left and Sakthi is seventh from the right. If they interchange their places, Sakthi would be fifteenth from the right. How many students are there in the queue?",21,22,28,29,29,3
895,Sugan ranks sixteenth from the top and forty ninth from the bottom in a class. How many students are there in the class?,54,64,75,66,64,3
896,Rajan ranks eighteenth in a class of 49 students. What is his rank from the last?,18,19,31,32,32,3
897,"N ranks fifth in a class. S is eighth from the last. If T is sixth after N and just in the middle of N and S, then how many students are there in the class?",21,23,24,25,24,3
898,In a class of boys stands in a single line. One boy is nineteenth in order from both the ends. How many boys are there in the class?,17,27,37,47,37,3
899,"In a row of boys, if A who is tenth from the left and B who is ninth from the right interchange their positions. A becomes fifteenth from the left. How many boys are there in the row?",21,23,27,28,23,3
900,"If Ajay finds that he is twelth from the right in a line of boys and fourth from the left, how many boys should be added to the line such that there are 28 boys in the line?",13,14,16,20,13,3
